random_var_0,random_var_1,random_var_2,random_var_3,random_var_4,random_var_5,random_var_6,random_var_7,random_var_8,random_var_9,random_var_10,random_var_11,random_var_12,random_var_13,random_var_14,random_var_15,random_var_16,random_var_17,random_var_18,random_var_19,cat_3,cat_5,cat_20,cat_200,num_2%,num_20%,num_90%,num_99%,weight_variable,sample variable,target,amount
1.904315,-0.958461,0.5833719,-0.012660255,0.46534094,-3.0357566,1.541483,-1.6651487,0.9369072,-2.0971737,0.48960438,-1.596516,0.9139281,0.35738215,-0.95069283,2.9915452,0.25529373,2.5589128,1.7236798,-2.8389938,2,nan,7.0,101,10.110558,30.129576,,,0.42558134,training,0,0.0
-1.6759344,1.9227293,1.5220555,-0.17402406,-0.21680501,-3.4108422,-0.74093753,-0.6976907,-2.5703478,-1.1923668,1.4861416,-1.6166472,-0.99112135,-1.6950122,0.5395138,0.7559301,-0.93147814,0.03253821,-1.4221423,-2.1196375,1,nan,17.0,44,10.731137,,,,0.7807968,validation,0,0.0
-1.6562853,0.75483334,0.77050966,1.1694092,-0.062227484,2.2980552,1.9193352,-0.75051105,-1.3821157,-0.004295285,0.9700662,1.6968931,-0.446349,-0.9997039,0.44118303,0.3823744,-1.2528452,-3.8244827,-0.35320234,-1.8805847,2,nan,12.0,16,10.545471,94.78111,,,0.1569867,training,1,9480.564347226235
-1.6598582,-3.0640666,-0.9957229,-0.13216367,2.6358862,-0.90438706,3.104329,0.8409091,-0.43499866,-1.0554955,1.6330899,0.9761301,-1.0178684,-0.32006767,-0.025310054,-0.71882504,-6.40392,0.8886949,-1.0815029,0.31238988,2,nan,17.0,90,10.606535,59.22129,,,0.1636186,training,1,5026.36053462674
0.45984262,0.07856866,1.6641387,0.15693045,-0.5782694,1.4760939,0.36608985,-3.2346542,0.31971228,-0.95128113,1.7433548,3.9042583,0.17126642,0.7255145,0.92112267,-1.0436763,0.14336547,-4.6995034,0.6806422,-4.116034,2,nan,16.0,171,10.029783,,,,0.18391155,training,0,0.0
0.42200738,0.13731597,2.1580992,1.6561866,0.066431135,0.36810416,1.529657,1.4032989,1.7347386,-1.2562035,0.68375474,2.1120803,-0.347771,3.6664474,0.17819716,0.025728375,1.5104021,-4.657342,-0.083014034,-1.9637872,2,nan,13.0,66,10.146748,22.103668,,,0.87664646,training,0,0.0
-0.24653068,1.162759,-1.2855909,2.3347063,-0.26033357,0.32233056,-2.4739034,-2.3987246,3.4349837,0.83999586,-3.388681,1.6743723,1.206041,0.24551599,0.27238476,-0.09814991,3.4725075,4.75742,0.37356237,-2.8061974,2,nan,9.0,117,10.283983,21.563622,,,0.24202159,training,0,0.0
-0.093879364,-2.1123881,-0.258232,-1.0522336,0.95608073,1.8804363,-2.856163,-12.639841,4.2000475,-0.8881459,3.6360407,-0.54486996,-0.5883304,-3.0954258,0.08760689,0.23627678,3.9186125,-2.2722774,-1.2792639,-1.0066179,3,nan,15.0,97,10.004872,,,,0.8475554,validation,1,12819.462362645845
0.072039254,-0.69739914,0.41550627,-1.034498,2.3137693,2.1548567,2.844925,-3.902844,3.119233,-0.69376534,0.19738913,-2.8556612,-0.33068004,-1.4049845,2.015189,0.8929353,2.8424084,-1.4786525,-1.0688516,0.9190704,3,nan,19.0,157,10.669158,64.22117,,,0.50494003,training,0,0.0
0.027385494,-1.659077,-0.815296,-1.8829918,-1.8041887,-3.380267,-0.6413632,4.9493055,-4.4572587,0.080321655,0.4240294,-5.05078,-1.6989189,3.4323933,-0.39112777,1.7992246,-2.9737282,-0.5910229,-0.48597574,1.7598847,3,nan,19.0,78,10.870258,40.42607,,,0.4717503,training,0,0.0
-2.0217052,1.4463035,-1.0942899,3.0212858,-0.26266932,1.1865612,-1.6502624,-1.5525017,1.146496,0.7866526,-0.030447481,-0.52066064,-0.8880935,-0.16918987,0.7255323,-0.061444227,1.5677656,-1.6655632,-0.0554873,-0.16383298,3,nan,1.0,86,10.546968,,,,0.538596,training,0,0.0
-1.6357962,3.1612043,0.17999215,0.7724089,-1.7503169,-0.38573053,-2.0779274,0.709879,2.0695834,-0.77089757,0.5741152,0.07433788,-0.0980669,2.0093892,0.3572706,-0.40275154,4.9626813,1.2963094,-1.0918719,0.22888352,2,nan,16.0,61,10.543164,57.776237,,,0.965752,validation,0,0.0
-0.21865766,1.8555583,-1.472766,-2.5214674,1.1879569,3.7905715,-2.6855843,-2.8032959,-0.2722565,-0.5441368,3.3038306,-2.82229,-0.76906973,0.61344427,-1.2440325,2.1861026,6.5847,0.4590238,0.57442844,3.1068711,3,nan,18.0,61,10.6157255,47.8871,205.69302,,0.14687772,training,0,0.0
1.194205,-1.4435117,0.07011662,2.2926025,-0.84620446,0.2941477,0.97183555,1.8117365,-0.36481005,1.9194056,0.08633289,-1.8091344,1.5352263,2.6739767,-0.45892763,1.6117791,-2.9155068,-1.004561,1.4684705,0.34044945,1,nan,2.0,180,10.302181,58.4093,344.9726,,0.013733666,training,0,0.0
-1.3565992,0.7386622,0.23682179,-1.6979786,0.44827497,-2.5967648,-2.8262086,-5.683784,6.801646,-2.0633245,3.0042782,0.1301136,-0.07613012,-0.79200083,0.35743985,-2.7975805,7.1478415,-1.4766078,1.5517853,2.4047747,3,nan,3.0,30,10.366732,30.941137,,,0.020173509,training,1,8216.775078649602
0.93165225,-0.59795743,-0.5007977,1.1761602,0.6661674,0.2652756,0.18776593,-0.09743319,-2.3690293,0.5328789,-0.91304326,0.65943867,2.9113302,-0.6423767,-0.82730013,1.8399626,-1.9374942,-0.6587515,-0.10408804,-2.374744,3,nan,nan,32,10.57494,,,,0.7086408,training,0,0.0
0.42790428,0.21156962,-0.30640498,-2.0734124,-1.7667488,6.9303956,2.17043,-3.085638,2.592364,1.0011307,1.0949782,-1.1988204,-0.6522547,-1.0992342,0.25685441,1.4011363,5.6053553,-1.8346045,1.0354389,4.021939,2,nan,2.0,9,10.8092165,83.87014,,,0.12458842,validation,0,0.0
2.0428154,-0.912473,-0.1908101,-2.3996966,-0.48045218,-2.2248564,0.20893157,0.7570619,-1.3459147,2.1482267,-0.73724306,-1.3868809,0.00524526,0.9858976,0.1076214,1.3755879,-1.1687788,1.905259,-1.0131813,-0.66477025,1,nan,nan,78,10.201596,1.3760947,,,0.7053654,training,0,0.0
-1.8501407,0.21595745,-1.2267344,4.1069207,-0.23382503,3.7057447,0.45699695,2.0966067,-4.26641,1.9944566,2.7298844,4.0499806,-2.1314633,1.2374725,1.5760138,-1.4379804,-9.522746,0.022963883,0.6728513,-1.9768604,1,nan,12.0,183,10.327524,86.47106,,,0.010710161,training,1,11347.762743175781
1.6997333,-0.78321356,0.94503224,1.2630054,1.3628724,-3.3307111,-4.429826,-3.4226234,-0.59833395,-0.085031435,-3.1900706,-0.07424194,-1.3189049,-1.9853477,0.45028782,0.1834091,1.1852932,-1.0059568,-0.67747146,-3.5065427,3,nan,nan,194,10.742921,4.0583725,,,0.0014962902,training,0,0.0
-1.5997759,-2.1009226,1.7309433,-1.9276316,-1.0704422,-0.8476313,2.5932176,-1.7142084,0.24032077,-0.8888292,0.7066045,0.22055776,0.045142334,0.56142795,-0.112932384,-4.8228917,-7.446483,1.1759517,0.0658543,-2.61643,1,nan,15.0,183,10.34092,65.42095,,,0.7333841,training,1,9620.098433533203
-1.6952386,-2.3023539,-1.0278826,-2.582742,0.32066935,-0.91678256,-0.58226454,-3.9416869,1.4916291,-2.7576973,0.69707316,-1.1633074,0.25983307,1.5006849,1.0585955,1.4548157,3.3070474,-0.7824788,0.67533076,-1.9313469,1,nan,10.0,187,10.047611,94.02495,,,0.048678912,training,1,9919.67223638483
1.5618825,2.126628,-0.012121076,1.9689372,-0.17306586,-1.8567469,-1.4420466,-1.6977057,-0.6645518,1.2857474,1.3133689,0.15357721,-0.058510747,-1.9284358,-0.9109131,1.8938133,-0.4134816,3.0261514,2.1234972,-1.6396779,3,nan,3.0,93,10.156357,26.645521,,,0.1040577,training,0,0.0
-0.019621316,0.9928188,-1.3236976,6.6592216,-0.82611144,4.478092,2.384907,3.6278584,1.2248071,-1.8421952,-1.9496814,4.0177603,-1.4130195,-4.1380806,1.4054086,2.9294522,3.9927757,-5.520407,-0.43767086,3.5632255,3,nan,16.0,82,10.193865,58.057583,,,0.8877014,training,1,11459.034063121728
-0.11231687,-0.09626505,-0.39231765,0.7871963,-1.64678,1.6310757,2.2637575,5.9249234,-1.04415,1.273932,1.0506175,-2.0422187,1.3257582,5.0690866,-0.26356807,1.0009431,-0.83094543,-4.1993117,-0.35206175,2.8026989,1,nan,10.0,150,10.495112,78.932205,,,0.2419302,training,0,0.0
1.0383329,-1.3246734,-1.5552922,-0.2197743,-0.70223284,0.83349603,2.0332997,-0.08384625,0.933596,1.1601017,1.0956824,-1.8927242,-0.73675764,0.9332157,-0.22783083,0.86229455,-1.9879953,1.6335104,-1.9542099,1.5188837,3,nan,12.0,14,10.635125,63.28572,,,0.55631423,training,0,0.0
1.134629,-2.0991526,0.1483401,-1.1474265,0.1461647,5.259592,1.7491184,-1.0563871,1.3292509,-0.55250925,0.65329677,1.1879201,-0.19379324,3.0412815,-1.3191947,2.7687397,3.316106,-1.1097044,1.4231433,0.20461005,1,nan,nan,125,10.88022,0.20913991,,,0.8062799,training,0,0.0
2.4086971,-2.1374338,-0.62269354,-0.7148609,-0.6743166,-2.6773727,-0.64498925,1.3290018,-2.590965,1.8329992,-2.2218316,-3.1064498,-1.4234595,0.7077263,-0.53872466,1.4639207,-2.7157345,-0.2954927,-0.3101413,-0.5308998,1,nan,19.0,152,10.902536,40.36607,,,0.7039901,training,0,0.0
0.12716834,0.5432223,0.95799047,-3.4162617,0.534543,1.6959666,0.5264803,0.29395342,-1.0005376,-2.2364693,0.8641211,1.5865623,-1.4079968,-0.52549475,-0.92307943,3.1373503,6.1860003,-1.0206324,-0.25220147,0.80874693,2,nan,nan,121,10.30716,6.2185073,,,0.8897391,training,0,0.0
0.55528164,0.54462576,0.64984554,-3.29416,0.033522338,-0.024052966,-0.22833253,4.7915764,-3.1930246,-0.6536002,4.4043508,-2.45159,-0.18344642,3.9894826,0.49949753,0.43704122,-1.7576739,3.5069,0.4151124,3.9021204,3,nan,14.0,95,10.75338,33.58366,,,0.8264074,training,0,0.0
0.2250721,-1.7181054,0.86533403,-1.461146,0.33744562,-0.6557468,-0.9152628,-2.249572,0.7777487,1.9999479,-1.1308041,0.7982932,0.5773813,1.1318471,0.20347933,-0.61936635,0.59258264,-3.3975623,-0.10692368,-1.7253108,1,nan,12.0,1,10.282428,71.439674,,,0.31920236,validation,0,0.0
0.06627764,-0.3045378,0.17786556,-2.4574604,0.111710735,-0.45258737,-1.9344075,-6.9654593,0.6701052,-1.029072,0.7589221,-3.5233266,1.984638,-1.5547084,-1.5222332,-3.0389953,-0.40603697,-0.18181439,1.1928663,-1.9838965,3,nan,6.0,165,10.368577,,,,0.35154212,validation,1,11270.66661891008
-0.32425782,-0.62924397,-1.4347696,3.418105,-0.113564566,-2.7416074,-2.530785,-0.7041345,-0.3600553,1.48407,-0.44079515,-0.9895199,-1.1124244,0.21238162,-0.7436501,2.3628664,-1.8449818,2.6621158,-0.62325686,-1.4788948,2,nan,20.0,69,10.2927265,73.826904,,,0.34045726,training,0,0.0
0.0723872,-0.89187396,-0.64357,0.011683883,0.97216284,0.0968285,2.840115,-0.6299669,1.267397,-0.74180555,0.5091548,-0.39491647,0.52657944,0.1925607,1.0802177,1.4445635,-0.95826083,2.1766932,-1.8824154,-0.8680149,2,nan,3.0,188,10.413691,29.462936,,,0.15686642,training,0,0.0
0.6810318,-2.3078423,1.0814857,2.5405562,-1.4499751,2.1669827,1.1118033,-1.7914248,2.723704,1.741115,-3.3831027,1.411617,-0.42401436,-1.6825935,-0.91754603,-0.81871676,-0.31612283,-3.6713831,-0.7444678,0.116665415,1,nan,5.0,156,10.214716,87.38523,,4536.589,0.9010325,training,1,12268.486270719364
0.22368237,-2.8631818,1.0840112,-0.43280953,0.21378326,2.5883427,2.6851077,-1.3589075,4.884895,0.7737789,-2.311633,-1.43526,-0.03312548,1.0629846,0.46171495,-1.2962104,1.497067,-1.8601042,1.1038052,2.2767136,3,nan,6.0,14,10.318986,42.615467,,,0.9219513,validation,0,0.0
0.02925444,0.015068715,1.9876431,0.54678464,0.89137834,-1.4170332,-3.2675467,-2.9378562,-1.8216809,-0.3053973,-2.0798166,0.71381116,-0.28679818,-1.7049032,0.67615426,-0.30517253,-0.34921917,0.36381808,0.371729,-3.9934573,3,nan,18.0,98,10.12192,,,,0.3156379,training,0,0.0
-0.8196638,-0.0010788748,-0.8327948,-2.7208238,-2.272924,-2.3964033,0.76021415,6.4778104,-0.37176654,1.4259007,1.311494,-5.677812,-0.5835078,5.548362,-0.48066413,1.3555692,1.717003,-1.1380864,1.1013551,5.353049,1,nan,9.0,174,10.963018,11.529911,,,0.3610258,training,0,0.0
0.32432383,0.9606979,-0.78967595,-2.3896286,-0.8131461,0.01018696,0.8812876,-0.97408146,2.486484,-1.7146201,0.9668681,0.35986954,-0.85110176,1.0534756,0.6696974,2.2161293,6.88074,-0.3284272,1.0820843,0.07378426,1,nan,3.0,59,10.503983,,,,0.17495938,training,0,0.0
-0.37731567,0.8103871,0.5344136,2.1570685,0.51402795,0.28663978,-1.2017276,1.445434,-2.292976,-1.7732347,0.3567033,-0.5087471,0.42969522,1.2447237,-0.39028475,0.3340119,-0.49329123,-2.6299484,1.1793607,-1.2674819,2,nan,10.0,155,10.9231,88.493454,,,0.87294596,training,0,0.0
1.2182844,-1.8599491,-0.024153529,0.3335137,-0.5887258,0.20848995,-1.9038744,-0.14234114,-2.6330702,1.7265522,-2.3194375,0.118699394,-0.40886724,0.80552095,1.400131,0.11654965,-2.4454422,-1.7104672,1.2936697,-2.070262,1,nan,15.0,35,10.7461605,98.76988,,,0.32530156,validation,0,0.0
-0.61100626,1.1782415,1.7984668,-1.8039043,-0.5862764,0.85978377,0.8902273,-2.0308328,-0.25070968,-3.8190553,2.5906527,0.5097761,1.3473412,0.66040665,0.32569736,3.0601296,3.7912452,2.5628955,-0.30084825,-2.5731788,3,nan,14.0,191,10.4577055,88.45747,,,0.35251665,training,0,0.0
1.0575713,-5.4230614,0.38778827,-0.2945763,0.47358662,-1.0336195,-0.48768908,-2.6664126,-0.33218253,0.2050507,0.026218042,0.70174515,0.12458076,1.5892396,-1.5553476,-1.0481508,-5.9338093,-1.2842087,0.42692336,-2.2030654,1,nan,10.0,72,10.754622,99.46445,359.97482,,0.30040497,training,1,9663.677550655257
0.36788768,2.147617,0.64818144,1.4041009,-1.0883801,0.071272254,-0.5212042,-0.65387547,-1.7036458,1.8884814,-1.0170238,0.16526823,0.5155591,-2.4883692,0.17548463,0.8588513,-0.43509975,0.5318845,0.4708857,-1.6251719,1,nan,14.0,177,10.628023,,,,0.44253415,validation,0,0.0
-0.06951571,-2.0762,-0.31072715,0.11716229,0.43006837,0.95796525,-0.9943562,-1.5739497,-1.8854442,-1.1763546,-2.3730533,1.3690776,-0.30732575,0.5244216,0.450972,-0.2553192,-1.1171997,-2.848894,0.39471716,-3.958902,3,nan,19.0,98,10.303759,47.26183,,,0.37564257,training,0,0.0
-2.53691,0.61035824,1.0740238,-0.85963786,-1.0848345,-0.15268949,1.6527249,-1.8542173,1.0121446,-1.0648664,0.20969698,-2.689886,0.86765814,-3.107065,-1.134318,-0.28819147,0.6580383,0.7003401,0.1876889,1.4324961,1,nan,1.0,29,10.521659,73.311905,,,0.7264859,training,0,0.0
0.46591386,-0.8364606,0.5591081,2.323395,-0.4530815,-1.3621615,1.3327885,0.14110705,-4.2650743,0.7544223,-0.39447865,-1.8317198,-0.615851,-2.4454162,1.5973685,2.3147562,-5.10791,-3.6110678,-1.0559843,-2.183957,2,nan,13.0,124,10.712313,97.79745,,,0.88010144,validation,0,0.0
-0.0918152,-2.8308337,0.2850406,-2.3316486,-1.3003854,-1.2562252,-2.4724383,-8.900426,3.343455,-0.34561306,1.5049571,-2.4676857,-0.6500306,-1.215976,-2.6314068,-0.8982569,1.2004043,0.65394485,-0.7347237,-0.85478187,1,nan,2.0,133,10.305313,19.038488,,,0.6998046,training,1,11042.018070906714
-0.10424699,-2.8936238,-0.119551785,-0.01999201,1.729412,4.8951364,0.1966874,-5.050679,5.8687396,1.7057816,-1.8238329,-2.0172088,-0.32362777,1.5830344,-1.1189213,-2.9486444,2.3336782,-3.3332138,1.58722,2.0449839,1,nan,1.0,31,10.012523,66.6803,,,0.81689256,validation,0,0.0
0.20819974,-2.7082233,-1.2731901,0.4074162,-2.236769,-3.4597716,-3.628611,-2.3024135,1.4273503,-0.21160735,-1.2817848,-2.5016937,0.09905344,2.2274308,1.0652443,0.15495677,0.5958375,-0.09147383,0.039519787,-1.1218759,1,nan,18.0,186,10.268263,88.77775,,,0.5006394,training,0,0.0
-1.3951784,2.9010432,-1.5897032,3.8761656,-0.3585215,4.2960696,-0.9453302,1.2921139,-0.5230263,2.277014,-4.744146,4.0584846,0.93841475,-4.5532074,0.33072463,-2.182278,1.379187,-2.680053,-2.25874,0.4118874,1,nan,13.0,47,10.796745,20.249384,,,0.21446633,validation,1,9757.406777241635
-1.760106,-2.9985032,1.317186,0.97251785,0.42443928,-3.1247203,-1.9616153,0.5646162,0.9292401,-0.53976303,-0.413029,-1.2536454,0.43658435,4.2700863,-0.37741444,1.536109,-0.36226523,0.3457019,-1.1100616,-1.11199,1,nan,5.0,23,10.929993,85.11955,,,0.27781597,training,0,0.0
0.86322284,-2.0845904,-1.2107904,0.7993911,-0.830061,1.5370325,2.3002796,-1.5567981,-5.178702,-1.1985501,2.6069572,-2.2036567,0.3784182,-1.6820841,-0.37811485,2.3142648,-7.67733,-0.18991435,-0.32239532,-2.002348,2,nan,18.0,28,10.625331,,,,0.3724516,training,0,0.0
0.5112299,-2.2774746,-0.8079111,-0.81881005,0.1717392,-1.3551475,-0.7298063,-6.9952793,1.2037913,0.88251907,3.9662933,-0.86177623,-0.06716699,1.2811913,0.47370255,-2.175486,-4.6136646,-2.1694112,0.022142783,-3.3326516,2,nan,5.0,187,10.132808,95.63751,,,0.88080376,training,1,8719.919761674757
-0.13246445,-3.4799645,0.1344889,-1.9751163,0.09980826,-1.2588001,2.301567,4.1569304,-4.365222,-0.37186167,0.91638356,1.4317955,0.30268273,1.7504888,-0.11031674,4.16558,-3.6677148,-0.13655747,2.682668,-0.31792277,2,nan,nan,195,10.75757,0.9257908,107.916885,,0.18938679,training,0,0.0
0.7944643,-2.2512662,-1.1917434,-1.854648,1.4613439,4.1851454,0.006001161,4.1768594,-5.234071,0.08549238,3.1288412,-1.2785455,0.33852604,3.8644109,-0.8572215,0.9899246,-4.219445,-0.82478356,0.0069536385,3.5479417,1,nan,2.0,71,10.526905,42.965595,,,0.9458916,training,0,0.0
1.607358,-0.061331756,1.001721,2.4967895,0.58961314,-0.4829048,-0.2711282,0.3698322,1.4831808,0.26316905,-1.4949473,0.076813474,-0.40761334,1.2959563,-0.07039828,0.95608747,1.5962578,-1.9492686,-0.81239325,-1.1044741,2,nan,12.0,75,10.753869,14.869635,,,0.119591296,training,0,0.0
0.4886771,-1.6860394,0.20063329,1.3193175,-0.3615949,0.30566418,-1.6001676,-1.6954981,1.9361135,0.45135477,1.6093086,-0.19284032,0.6570698,-0.07618506,-0.725385,-1.6817371,-0.73594946,-2.7810109,-0.5712445,2.8494763,1,nan,14.0,163,10.858612,76.81908,,,0.46321768,training,1,11435.067937740338
0.47005203,-0.363447,-2.0144403,0.7152601,0.18669759,-1.8236297,-1.8575988,-0.29850626,-0.74762654,-0.41650322,-0.23631763,0.26921278,0.6161282,1.3210182,0.6192015,0.2884788,0.08899992,-1.7125052,0.5834318,-2.10547,1,nan,15.0,134,10.947541,89.18532,,,0.92037785,training,0,0.0
-0.7629699,0.109229304,0.0688394,-1.2701108,0.28774387,-3.2743185,-1.1397063,0.4636484,-1.9199198,0.13146697,-0.3584392,-0.9801496,1.3281698,0.32901502,0.5298851,0.66563994,-0.20579278,-0.6363105,0.7991287,-1.6325929,2,nan,nan,144,10.654537,2.1498477,,,0.15003811,training,1,8539.498741559539
-0.5549096,-0.14850898,-0.24982776,2.5603814,0.25594515,-1.252274,-2.0288682,1.7700834,-0.95715433,0.6178887,0.1517857,-2.3768609,-1.3825939,2.1895359,-0.16249464,1.186845,-0.9602239,-0.3404319,0.7119659,0.6216065,1,nan,1.0,47,10.854259,17.420141,,,0.80866754,training,0,0.0
-1.0361501,-2.0540977,-0.16728948,-0.68475807,-1.1603948,-4.9669805,0.20170681,9.317669,-4.250555,-1.1029257,0.4404392,-1.485014,-0.9151377,3.781794,-0.5524879,-2.2119067,-9.0674,4.5033665,0.23572189,2.592541,2,nan,10.0,22,10.742588,,,,0.61325336,validation,0,0.0
0.71620893,-0.7328835,-0.6662742,2.1266608,0.6530334,-2.1983912,-0.08074412,-0.51711226,-2.3675578,1.8902647,4.077342,2.7187865,-0.76276594,2.0927567,-1.3079559,-2.8990073,-10.872447,0.6656091,-1.2163378,-4.0701914,3,nan,3.0,142,10.727101,47.237144,740.5537,,0.26251322,training,1,11099.599959400883
0.9948574,-1.24394,-0.5884963,-4.7967243,0.054047123,-0.28020695,-4.399891,-13.17371,1.7608379,-2.9907687,2.0139158,-4.4797606,-0.9144216,-1.8232989,-0.8946597,1.7301285,8.153277,-3.1303997,0.098778464,-3.6060798,1,nan,19.0,111,10.85879,72.93777,,,0.70259035,training,1,12896.73428303901
0.64004683,-5.086306,-0.107026845,1.4962473,0.25127837,1.7627017,0.3787913,-2.4323034,2.77282,-0.50828177,-4.5725904,1.2641349,0.81384784,0.72307503,1.2623787,-0.67359245,-1.5787231,0.3018084,-0.009620486,-2.0634475,3,nan,8.0,37,10.923003,33.75629,,,0.8124233,training,0,0.0
1.7202997,-0.80910236,1.6397394,-2.0724123,-0.56804883,2.5066748,1.5052136,-0.9616407,-3.4800677,-1.6779181,1.9278527,-0.41622218,0.34722173,-1.4720126,-0.9493252,2.3938031,-0.16076726,-2.5827034,1.4276694,-0.003324752,3,nan,6.0,136,10.902076,11.229216,,,0.112743504,validation,0,0.0
0.15287966,-1.5593615,0.28016636,0.77356684,0.18669507,-0.6478553,2.0773745,-0.2825355,-0.41599998,0.4161975,1.6694155,0.36655998,-0.918988,1.3900679,0.9727546,-3.834355,-9.458082,2.3268814,0.0588204,-2.2299252,1,nan,18.0,194,10.39575,53.70472,,,0.9020301,training,1,10672.46234483495
0.6683731,-0.5195722,-1.9323952,2.079022,0.11914813,0.9317491,-2.4106677,-5.1144767,3.4922407,1.2606661,-0.7787682,2.1596706,-1.6063294,-2.3483896,0.6132702,-1.3783896,2.5333886,-3.0376315,0.5269485,-0.23580696,2,nan,1.0,200,10.084022,70.79343,,,0.07718832,training,1,8885.215514042473
0.11265765,-2.5877388,-0.5588709,0.6472847,0.0002000294,-1.1733116,2.1375315,5.0748568,-2.0778992,-1.6160175,-1.4031126,-2.6414168,0.31540903,0.6909262,-1.0389224,-2.6641076,-6.3866525,-2.3259382,0.52347684,2.5367064,1,nan,11.0,111,10.829574,,880.24194,,0.48315054,validation,0,0.0
-0.3633098,-1.5580127,0.2670984,2.7241976,0.47731718,-1.3776935,-2.7662835,-5.2280703,6.584502,-0.75286317,0.0994465,0.1479506,0.19257647,-2.532332,-0.29802138,0.8589065,6.358196,-2.1892936,1.9802356,2.9566774,2,nan,9.0,17,10.538932,70.79542,,,0.11890055,validation,1,7246.411860634107
-1.0584159,-1.6708606,-2.226196,1.7353309,-0.69661784,-2.657159,3.3086393,1.4865748,-0.77405745,0.66855323,0.079389736,-1.670754,0.08659815,-1.0628138,-1.1919304,0.3722575,-7.291257,2.4265716,0.20513652,-0.4657769,1,nan,14.0,24,10.542076,18.818377,,,0.8486965,training,0,0.0
2.4135902,-1.1890558,0.08624078,-3.8682754,0.2912401,-0.9574082,1.4128686,2.3847468,-1.3842866,0.6155156,0.85990036,-1.8127867,0.461752,3.090192,-1.2897087,0.5742078,0.44342065,-3.4232435,-0.6891967,1.1351503,1,nan,nan,71,10.825175,,,,0.6105549,training,0,0.0
0.26727393,-0.028427789,-0.14236686,-0.6938192,0.24933824,-0.8702011,-1.3278384,-0.7061251,1.0734771,0.47581887,0.08688122,1.4190855,0.95888805,2.2957704,0.7823464,-0.413849,1.8996012,-1.364995,2.080859,-1.6141021,1,nan,2.0,83,10.031984,64.622574,92.32792,,0.13312198,training,0,0.0
0.8953188,-5.541146,-0.23053102,0.27697006,3.8116157,1.2125654,0.64493227,-0.52127945,0.17526282,2.9839385,-0.92963725,0.1792371,1.8913475,4.4590635,0.59479177,0.35023648,-4.0355573,-5.4016724,-0.17018083,-1.0667148,1,nan,5.0,63,,85.81814,,,0.16096006,validation,0,0.0
0.7782652,-2.9666276,-1.0980717,-0.86145175,0.57410336,0.5408447,-1.2803636,-0.9218311,-2.3103566,3.147022,-2.6286607,-1.599454,-1.0852661,0.4828942,0.34479916,0.1979595,-3.0536954,-1.6678951,-1.8051964,-0.78474754,1,nan,19.0,96,10.034634,10.826524,,,0.2791904,training,0,0.0
-0.9957132,-0.8372754,0.04646558,0.92504865,-1.0697452,-0.85018516,1.8418831,3.1482599,-2.510654,-2.2492826,1.1731873,-3.2741838,0.9388551,0.7633415,-0.16715877,-1.4264908,-7.9017806,5.4131184,1.4157194,0.7026033,1,nan,14.0,169,10.693194,,954.2597,,0.7441902,training,0,0.0
-1.4347091,-0.62278414,1.6541758,0.24013263,-0.93424875,0.7468591,-2.57442,-1.9672014,-2.0388207,1.8670563,-1.1615633,0.2994094,-0.033275846,-0.4973523,0.49023822,-0.033052556,-1.4325105,-0.16619419,-1.4911305,-1.7766048,1,nan,4.0,117,,61.31045,,,0.32768267,training,0,0.0
-0.5518198,-0.48911682,1.7746545,-2.0052829,-0.43150458,-2.9184859,-1.4609649,-0.65420246,-4.5770483,1.9811996,0.793307,-3.0144112,1.087096,-2.0034435,0.51397055,1.6076379,-2.950008,-0.78285223,-0.29875916,-0.07729307,3,nan,19.0,145,10.641749,98.96073,,,0.27853608,training,0,0.0
0.9604131,-0.7074203,0.6151315,-1.1119134,0.026336871,-0.19210438,-1.0062933,3.7082753,-0.91363853,-1.3205513,-1.2227165,-1.836944,0.054439574,4.733344,0.13820007,-0.38094273,1.4871769,-1.6907811,0.047213666,0.4936263,2,nan,4.0,97,10.374081,89.81499,,,0.2500816,training,0,0.0
-0.18246447,-3.2159233,-0.24678116,-0.6334655,0.84079266,0.5995565,-0.80222195,2.1203039,1.8375953,1.5084391,-1.1404737,-0.48371997,0.8187747,6.1913543,-0.6146776,1.5682353,0.7464493,2.7738612,-0.8836123,0.8861613,2,nan,16.0,163,10.275462,88.7007,,,0.47291756,training,0,0.0
0.3189005,0.86055326,-0.78441864,-0.61222047,0.0009783781,0.57733387,-0.8229394,-1.6809646,-0.99745995,-2.371737,2.6296914,-2.0857828,-0.03620634,0.7405087,0.6467597,2.0682828,0.8160032,4.5626845,-0.6689768,-0.76972276,3,nan,7.0,83,10.509409,,,,0.46105847,validation,0,0.0
-1.261569,-2.6507761,-0.39149672,0.49986312,0.6582622,0.8005804,1.9059658,1.2715272,1.2855142,3.306437,1.5587149,-0.6936994,-0.5917626,4.0444503,0.62309444,1.7567223,-3.4992487,1.9831367,-0.7734511,1.3318696,3,nan,19.0,180,10.885823,53.09152,,,0.061522726,validation,0,0.0
-0.45045152,-1.3990518,0.31566036,2.8337908,0.7646563,-0.9330266,-0.95321286,4.0823174,-2.9085262,0.5852418,0.90311825,-5.1272187,0.41990888,1.7842692,-1.0319463,-4.125255,-11.607776,5.187099,1.4898132,3.1725576,3,nan,20.0,175,10.5652895,80.7625,,,0.49258998,training,0,0.0
